Name,City,Region,Description,Phone,Email,Sort,Link,Military
Національний університет водного господарства та природокористування,Рівне,Рівненська,"Національний університет біоресурсів і природокористування України є одним із провідних закладів освіти, науки і культури в Україні. На 16 факультетах та ННІ його базового закладу (м. Київ) та в 11 регіональних вищих навчальних закладах І-ІІІ рівнів акредитації навчається понад 31 тис. студентів та понад 600 аспірантів, докторантів і пошукувачів.
Навчальний процес і наукові дослідження НУБІП України забезпечують понад 3000 науково-педагогічних і педагогічних працівників, у тому числі 300 — професорів і докторів наук, понад 1500 — доцентів і кандидатів наук.
Освітня діяльність в універcитеті мaє суcпільний характeр, заxищена від втpучання політичниx паpтій тa громадcьких і релігійниx організацій.
","(0362) 63-30-98, 63-32-09",mail@nuwm.edu.ua,Державна,https://nuwm.edu.ua,
Національний університет кораблебудування імені адмірала Макарова,Миколаїв,Миколаївська,"У кінці XVIII століття спочатку у Херсоні, потім у Миколаєві відкриваються навчальні заклади, пов’язані з навігацією і корабельною архітектурою. До питання про організацію установ технічної освіти на півдні України в кінці XIX століття Міська Дума Миколаєва зверталася неодноразово, але у зв’язку з різними об’єктивними і суб’єктивними причинами ці спроби виявилися невдалими. Спочатку, замість Миколаєва, вищий навчальний заклад був створений в Одесі (1865 р.), потім у Харкові (1868 р.) та у Варшаві (1898 р.). У 1897-1900 рр. в Миколаєві для реалізації програми будівництва броненосного флоту зводяться нові заводи. Виникає необхідність підготовки великої кількості технічних фахівців середньої ланки.
Для вирішення цього завдання у 1902 році було відкрито середнє механіко-технічне училище. Активну участь у його створенні взяв учений-кораблебудівник того часу Костянтин Петрович Боклевський, один з творців науки про проектування корабля.
У 1917 році середнє механіко-технічне училище перетворено в Миколаївське політехнічне училище. У 1920 р. в ході реорганізації радянської системи народної освіти, Миколаївське політехнічне училище перетворено в технікум імені К. Тімірязєва на правах вищого навчального закладу, а його випускникам присвоювалась кваліфікація інженера. У 1925 р. політехнічний технікум реорганізується в індустріальний, а в 1927 р. він стає кораблебудівним.
У 1929 р. Миколаївський кораблебудівний технікум було об’єднано з Миколаївським вечірнім робітничим технікумом. Цей заклад отримав назву Миколаївського машинобудівного інституту, який у 1930 р. був перейменований у Миколаївський кораблебудівний інститут (МКІ).",+38(0512) 42-42-80,university@nuos.edu.ua,Державна,www.nuos.edu.ua,
Національний університет цивільного захисту України,Черкаси,Черкаська,"Національний університет цивільного захисту України як заклад вищої освіти проводить підготовку фахівців як для сфери цивільної безпеки так і інших сфер економічної діяльності. Здійснення довузівської підготовки в університеті передбачає поглиблене вивчення за шкільною програмою української мови та літератури, математики та фізичного виховання. Здійснюється ознайомлення абітурієнтів з особливостями майбутньої професійної діяльності, з матеріально-технічною базою аварійно-рятувальних підрозділів університету. Підготовка абітурієнтів на курсах довузівської підготовки Національного університету цивільного захисту України відбувається за вечірньою формою навчання (трьохмісячна програма) за рахунок коштів фізичних або юридичних осіб. По закінченні занять особам, які в рік вступу успішно закінчили курси довузівської підготовки при НУЦЗ України, для вступників на спеціальності «Цивільна безпека» та «Пожежна безпека» до рейтингу додається до 10 балів.",(0472) 55-09-53,nuczu@dsns.gov.ua,Державна,www.nuczu.edu.ua,
Національний фармацевтичний університет,Харків,Харківська,"Започаткування вищої фармацевтичної освіти на Харківщині сягає 1805 р., коли було відкрито Харківський імператорський університет. У цьому ж році Вчена рада медичного факультету отримує право проводити іспити на одержання фармацевтичного звання та присвоєння за їх результатами ступенів гезеля (аптекарського помічника), провізора та аптекаря. У 1812 р. на базі хімічної лабораторії університету було відкрито фармацевтичну лабораторію, завдяки чому студенти та особи, які готувалися до іспитів на одержання фармацевтичного звання, мали можливість отримувати знання з фармації, фармакогнозії, судово-медичного аналізу та фізіологічної хімії.
",(057) 706 35 81,mail@nuph.edu.ua,Державна,nuph.edu.ua,
Національний юридичний університет імені Ярослава Мудрого,Харків,Харківська,"Національний юридичний університет імені Ярослава Мудрого — топовий дослідний заклад вищої освіти ІV рівня акредитації, який знаходиться серед лідерів національних рейтингів, а також  має численні нагороди від зарубіжних та міжнародних інституцій.
За час свого існування Університет створив класичну систему вищої юридичної освіти та зміг зайняти лідерські позиції у сфері підготовки правників. Має найбільший ліцензований обсяг з підготовки фахівців у галузі права.
Наші викладачі — успішні практики, талановиті науковці, правники нового часу, які завжди тримають руку на пульсі будь-яких перетворень і тісно співпрацюють з державними інституціями всіх рівнів.
Випускники НЮУ імені Ярослава Мудрого посідають керівні посади в приватних та державних компаніях, присутні у складі Конституційного суду України (10 з 18 суддів), Верховного суду України (59 суддів), Вищого антикорупційного суду (11 судів із 39), Генеральної прокуратури України та обласних прокуратур (13 з 24 очільників), Верховної Ради України тощо.","+380 97 237-2454, +380 50 257-6919",kancel@nlu.edu.ua,Державна,http://nlu.edu.ua/,
Ніжинський державний університет імені Миколи Гоголя,Ніжин,Чернігівська,"Ніжинський державний університет імені Миколи Гоголя, заснований у 1805 році як Гімназія вищих наук князя І. Безбородька, є одним з найстаріших навчальних закладів України.
Згідно з розпорядженням Кабінету Міністрів України № 744-р від 15 жовтня 2004 р. на базі Ніжинського державного педагогічного університету імені М. В. Гоголя утворено Ніжинський державний університет імені Миколи Гоголя.
До структури університету входять 2 факультети та 1 навчально-науковий інститут:
Факультет філології, історії та політико-юридичних наук.
Факультет педагогіки, психології, соціальної роботи та мистецтв.
Навчально-науковий інститут природничо-математичних, медико-біологічних наук та інформаційних технологій.
Університет готує фахівців за трьома освітніми рівнями: першим (бакалаврським), другим (магістерським) та третім (освітньо-науковим) денної і заочної форм навчання.
Термін навчання: бакалавр — 4 роки, магістр — 1,4 та 1,9 роки.
Загальний контингент здобувачів вищої освіти за денною та заочною формами навчання складає понад дві тисячі осіб.",(04631) 7-19-22,ndu@ndu.edu.ua,Державна,www.ndu.edu.ua,
Одеська державна академія будівництва та архітектури,Одеса,Одеська,"Ринок освітніх послуг в даний час дуже широкий, а спеціальність інженера-будівельника унікальна. Одеська державна академія будівництва і архітектури є кращим будівельним закладом вищої освіти на півдні України і випускає фахівців, затребуваних не тільки сьогодні, але і найближчі десятки років. 
Академія включає в себе 5 інститутів, центри доакадемічної і післядипломної освіти, 13 спеціальностей, 29 освітніх програм і готує висококласних професіоналів, що здібні керувати будівельною компанією та її фінансовими ресурсами, проектувати, оцінювати і створювати будівельні об'єкти.
ОДАБА здійснює міжнародне співробітництво з понад 40 закладами вищої освіти європейських та інших країн, зокрема Університетом Північ (м. Вараждін, Хорватія), Гданським технологічним та Вроцлавським університетами (Польща), Університетом Пітешти (м. Пітешти, Румунія), Словацьким технологічним університетом (м. Братислава, Словаччина), Флорентійським університетом (Італія), Політехнічним університетом у м. Валенсія (Іспанія), Бранденбурзький технологічний університет (Німеччина), Університетом Айдин Аднана Мендереса (м. Айдин, Туреччина). ОДАБА є постійним учасником міжнародних програм: TEMPUS, Erasmus+, DAAD, FULBRIGHT, Mevlana. Студенти академії можуть на протязі семестру навчатися в іноземному університеті та отримувати стипендію у рамках програм академічної мобільності. Програма подвійних дипломів діє з Національної Вищої Архітектурної школою у місті Марсель (Франція).","(048)7233342,7234092,7236904",list@ogasa.org.ua,Державна,http://odaba.edu.ua,
Одеська національна музична академія імені А.В. Нежданової,Одеса,Одеська,"Одеська консерваторія (з 2012 року – Одеська національна музична академія імені А. В. Нежданової) була створена 8 вересня 1913 року. Залучення видатних педагогів-музикантів з Італії, Польщі, Чехії, Німеччини, Австрії забезпечило швидкий розвиток Одеської консерваторії.
Знаком європейського визнання Одеської консерваторії став її вступ до Асоціації Європейських музичних академій і консерваторій у 1999 році.
Одеська консерваторія стала справжнім Центром музичного мистецтва, культури й науки Півдня України, центром підготовки висококваліфікованих музикантів, співаків, композиторів, музичних науковців. 2000 року Одеська державна музична академія імені А.В. Нежданової введена в реєстр вищих навчальних закладів України і ФРН – членів міжурядової Угоди про співпрацю.
Академія проводить підготовку фахівців за спеціальністю «Музичне мистецтво» ступенів бакалавр, магістр, аспірантура, докторантура з усіх академічних музичних фахів: виконавців, музикознавців, композиторів та за спеціальністю «Культурологія» ступенів бакалавр, магістр, аспірантура.",(048) 726 78 76,muse@odma.edu.ua,Державна,www.odma.edu.ua,
Одеський національний економічний університет,Одеса,Одеська,"Одеський національний економічний університет — один із провідних вищих навчальних закладів України, який засновано у 1921 році для підготовки висококваліфікованих фахівців з економіки та проведення досліджень усього спектру економічних проблем.
Сьогодні Одеський національний економічний університет готує висококваліфікованих професіоналів за 12 економічними спеціальностями та 24 освітніми програмами (спеціалізаціями). Підготовку студентів здійснюють 5 факультетів та 22 кафедри університету.
Професорсько-викладацький склад університету налічує більше 500 співробітників. З яких 224 мають науковий ступінь кандидата наук, а 33 — доктора наук. В університеті працює 9 академіків галузевих академій, 4 заслужених працівників освіти, діячі науки й техніки, що дозволяє успішно виконувати фундаментальні та прикладні наукові дослідження з пріоритетних напрямків розвитку науки й техніки.",(048)723-61-58,mail@oneu.edu.ua,Державна,http://oneu.edu.ua,
Одеський національний технологічний університет,Одеса,Одеська,"Одеський національний технологічний університет заснований на кращих інженерних традиціях з 1902 року, відомий своєю високою якістю освіти. Заклад пропонує вищу освіту, що відповідає європейським стандартам, що дає студентам можливість отримати високоякісні знання та навички.
До складу університету входять 6 навчально-наукових інститутів, 4 фахові коледжі, 33 кафедри, сучасна науково-технічна бібліотека з загальним бібліотечним фондом понад 1 млн. примірників, наукові й виробничі підрозділи. В університеті навчається близько 5 тисяч студентів за 22 спеціальностями та 102 освітніми програми, функціонує аспірантура й докторантура.
Одеський національний технологічний університет є відмінним трампліном до успішної кар’єри в сфері технологій, інженерії та науки. З метою сприяння працевлаштуванню випускників в університеті двічі на рік проводяться «Ярмарки вакансій». Студенти мають унікальну можливість проходити практику й знаходити роботу як в Україні, так і за кордоном, завдяки розвинутій системі підтримки працевлаштування.","+ 38 (048)725-83-26, 253284, 291124, 253284",info@ontu.edu.ua,Державна,https://www.ontu.edu.ua,
Одеський національний університет імені І. І. Мечникова,Одеса,Одеська,"Одеський національний університет імені І.І. Мечникова, перший вищий навчальний заклад Півдня України, вже понад 150 років дарує успішні кар’єри своїм випускникам. Сто тридцять тисячвипускників ОНУ прославили своїми досягненнями країну, місто та alma mater.
Поєднання класичних традицій з сучасними технологіями освіти дозволяє студентамуніверситету - а їх понад 10600- вважати диплом кожної з 42 спеціальностей університету фактичною «перепусткою в життя». Більшість випускників ОНУ отримують дипломи вже працевлаштованими. Роботодавці знаходять майбутніх співробітників ще на студентських лавах - адже саме студенти ОНУ є переможцями престижних українських і міжнародних інтелектуальних змагань.
ОНУ співпрацює зі 175 університетами різних країн, є членом Європейської і Всесвітньої асоціацій університетів.","+38(048) 723-52-54,233515",rector@onu.edu.ua,Державна,http//www.onu.edu.ua,
Первомайський навчально-науковий інститут Національного університету кораблебудування імені адмірала Макарова,Первомайськ,Миколаївська,"14 серпня 1987 року була створена партійна організація у складі 17 комуністів. Секретарем партійного бюро обрана Л.В. Кузьменко.
Профспілкова організація працівників створена 20 серпня 1987 року. Головою профкому був обраний П.З. Авілкін.
1 вересня 1987 року відбулося урочисте відкриття технікуму, в якому взяли участь перший секретар міськкому компартії України П.Т. Жарський, представники Мінважкмаша СРСР В.Ф. Шамонов та Т.І. Іщенко, керівники і представники підприємств, організацій і учбових закладів міста.
У вересні – жовтні 1987 року сформувались комсомольські і профспілкові організації в учбових групах. 15 вересня 1987 року відбулося перше комсомольське зібрання студентів. Секретарем комітету КСМ був обраний С.О. Титомир. Комсомольська організація працівників політехнікуму на чолі з О.Ю. Зінченко була створена 22 вересня 1987 року. Головою профкому студентів була обрана В.В. Нестеренко.
Відкриття технікуму співпало з 70-річчям Великої Жовтневої соціалістичної революції і початком вирішального етапу у перебудові радянського суспільства. Колектив викладачів, студентів, інженерно-технічних і учбово-виховних робітників покликаний зробити свій внесок у прискорення соціального і економічного розвитку країни.
У 1997 році керівники провідних підприємств міста та регіону, при активній підтримці міської та районної рад подали клопотання в Міністерство освіти і науки України про відновлення в місті підготовки спеціалістів з повною вищою освітою.
Міністерство освіти і науки спочатку створює на чолі з Українським державним морським технічним університетом навчально-науково-виробничий комплекс, а в 2002 році за погодженням з Кабінетом міністрів, на базі політехнічного коледжу створюється Первомайський політехнічний інститут.",(05161) 4 24 54,PEaSi@nuos.edu.ua,Державна,https://peasi.nuos.edu.ua/,
Поліський національний університет,Житомир,Житомирська,"Сучасна історія заснування та розвитку Житомирського національного агроекологічного університету починає свій відлік у вересні 1922 р., але цій даті передувала тривала і цікава передісторія.
Велика територіально і густо заселена (понад чотири мільйони населення) Волинська губернія у дореволюційний час для підготовки спеціалістів з аграрного сектору мала лише сім сільськогосподарських шкіл, у яких навчалося близько 300 чоловік. Ледухівська нижча сільськогосподарська школа — одна з шкіл, яка була заснована у 1899 р. в селі Ледухів Кременецького повіту.
Внаслідок підписання Ризького договору у 1921 р. західні землі України відійшли до Польщі. Школу з цієї причини було переведено в село Нова Чортория Новоград-Волинського повіту, де на її базі було створено Волинський агрономічний технікум.
Завершальним етапом формування навчального закладу є Тимчасовий статут про межові технікуми, згідно з яким названий технікум прирівнювався до вищого навчального закладу, а дату 1 вересня 1922 р. стали вважати днем заснування університету.
Того ж року Волинський агротехнікум переведено до міста Житомира, де в результаті його об’єднання з технікумом землевпорядкування було створено Волинський сільськогосподарський політехнікум. До новоствореного закладу входили три факультети: землевпорядкування, агрономічний та робітфак. Студентами політехнікуму стала молодь із сімей робітників, наймитів, бідноти, середняків і трудової інтелігенції, загальною кількістю 518 осіб. Доступність навчання, висококваліфікований склад викладачів та можливість отримати гідну професію швидко зробили навчальний заклад популярним агрокультурним центром округу. У цей же час за навчальним закладом закріпляються два радгоспи: «Левківський» (153 га землі) в Житомирському та «Осники» (150 га землі) у Черняхівському районах.",(098)9925250,mail@polissiauniver.edu.ua,Державна,http://www.polissiauniver.edu.ua/,
Полтавський державний аграрний університет,Полтава,Полтавська,"Полтавський державний аграрний університет — це престижний заклад вищої освіти України, що проводить інноваційну освітню діяльність з підготовки фахівців європейського рівня як для агропромислового комплексу, так і для інших галузей національної економіки України та має розвинену інфраструктуру навчальних і науково-виробничих підрозділів, які сприяють поширенню наукових знань і проводять культурно-просвітницькі заходи.
За свою майже вікову історію ми підготували чимало висококваліфікованих спеціалістів. Випускники Університету нині обіймають керівні посади як в українських, так і в іноземних бізнес-структурах, працюють у державних органах влади та різних міністерствах України.
Щороку Університет випускає близько 1 400 кваліфікованих фахівців, серед яких є відомі аграрії, Герої України, успішні бізнесмени, політики, науковці, громадські діячі, банкіри та просто успішні люди.",(0532) 50-02-73,pdau@pdau.edu.ua,Державна,http://www.pdau.edu.ua,
Полтавський державний медичний університет,Полтава,Полтавська,"Полтавський державний медичний університет – один із найстаріших провідних закладів вищої освіти України, історія якого починається з одонтологічного факультету, створеного при Харківській медичній академії в 1921 р. Факультет став першим академічним спеціалізованим навчальним закладом для підготовки лікарів-стоматологів. У 1931 р. факультет було реорганізовано в Харківський стоматологічний інститут, який у 1967 р. переведено до м. Полтави.
Проблема підготовки зубних лікарів у Росії особливо загострилася в XIX столітті. Зуболікарська допомога хворим не надавалася через відсутність кадрів, підготовка яких не проводилася ані в Росії (до 1881 р.), ані в Україні (до 1900 р.). У зв'язку з цим видатний хірург Микола Васильович Скліфосовський на VI з'їзді природознавців і лікарів проголосив ідею щодо необхідності підготовки зубних лікарів із вищою медичною освітою на медичних факультетах університетів. Однак лише після Першої світової війни питання підготовки лікарів-стоматологів, які б надавали кваліфіковану спеціалізовану допомогу, почали активно обговорювати.
У харківських і київських медичних і зуболікарських колах проголошувалася думка про те, що кваліфіковану і спеціалізовану стоматологічну допомогу населенню України зможуть надавати тільки лікарі, які обрали професію стоматолога з самого початку, з перших кроків навчання на стоматологічних факультетах медичних інститутів або в медичних стоматологічних інститутах, де термін навчання може обмежуватися чотирма роками.
","(053) 260 20 51, 222 78 21",mail@pdmu.edu.ua,Державна,www.pdmu.edu.ua,
"Приватний вищий навчальний заклад ""Буковинський університет""",Чернівці,Чернівецька,"ПВНЗ «Буковинський університет» та Фаховий коледж ПВНЗ «Буковинський університет» запрошують на навчання у 2022 році.
Буковинський університет — заклад вищої освіти нового покоління приватної форми власності, який за чверть століття освітньої діяльності випустив понад двадцять тисяч фахівців з економіки, управління, права та інформаційних технологій.
У 2022 році університет запрошує на навчання за спеціальностями: 
 Право.
 Комп’ютерні науки.
 Фінанси, банківська справа та страхування.
 Облік і оподаткування.
Навчання відбувається в новозбудованому корпусі, просторі аудиторії якого обладнані сучасною мультимедійною та комп’ютерною технікою.
Буковинський університет тісно співпрацює з вузами Румунії, Словаччини, Сербії, Білорусії, Чехії, Польщі, Болгарії. Магістранти мають можливість навчатися за програмами «Подвійний диплом» та «Erasmus+», що є важливим досвідом на шляху професійного розвитку.","0372 55-32-07,0372 513265,510898",bukuniver@bukuniver.edu.ua,Приватна,http://www.bukuniver.edu.ua,
"Приватний вищий навчальний заклад ""Вінницький інститут конструювання одягу і підприємництва""",Вінниця,Вінницька,"Розвиток ПВНЗ «Вінницький інститут конструювання одягу і підприємництва» здійснюється із відповідністю концепції освітньої діяльності.
Освітня і наукова діяльність Інституту ґрунтується на засадах Національної стратегії розвитку освіти в Україні на 2014-2025 роки, Законів України «Про освіту», «Про вищу освіту», «Про наукову та науково-технічну діяльність» та відповідає вимогам Болонської декларації.
Основною метою діяльності Інституту є забезпечення високої якості фундаментальної і професійної підготовки фахівців для потреб легкої промисловості та фінансової сфери економіки відповідно чинного законодавства та стандартів вищої освіти, які будуть конкурентоспроможні на ринку праці.
",(043)246-69-83,vikop1992@ukr.net,Приватний,http://vikop.org.ua,
"Приватний вищий навчальний заклад ""Вінницький фінансово-економічний університет""",Вінниця,Вінницька,"За час свого створення вуз пройшов дорогу від новоствореного інституту регіональної економіки в орендованих приміщеннях, де головним чином викладачі-сумісники вели заняття зі студентами трьох спеціальностей «Правознавство», «Облік і аудит», «Менеджмент і інформаційні системи» до вищого навчального закладу, який має статус класичного університету, який постійно розвивається, має власну сильну матеріально-технічну базу, висококваліфікований професорсько-викладацький склад. 1995р. Історія створення інституту регіональної економіки та управління бере свій початок з цього року, виділившись з філії Чернігівського інституту регіональної економіки й почавши функціонувати як самостійний вищий навчальний заклад. На сьогодні він є першим і єдиним на Вінниччині самостійний вищим економічним навчальним закладом приватної форми власності. Інститут пройшов державну реєстрацію і занесений до державного реєстру вищих закладів освіти України (свідоцтво про реєстрацію № 20115030, ліцензований і акредитований за третім освітньо-кваліфікаційним рівнем, ліцензія № 005933). Вінницький інститут регіональної економіки та управління розпочав проводити навчання з найбільш сучасних спеціальностей. Лютий 1995 р. на засіданні Вченої ради інституту було прийнято рішення про створення кафедри «Правознавства» для підготовки молодших спеціалістів права. Спочатку кафедра називалась кафедрою гуманітарних і правових дисциплін, а першим її завідувачем був Бондар В.І.","+38(0432)53-36-80, +38(067)-369-98-38",rektor-vfeu@ukr.net,Приватний,http://www.vfeu.edu.ua,
"Приватний вищий навчальний заклад ""Міжнародний економіко-гуманітарний університет імені академіка Степана Дем'янчука""",Рівне,Рівненська,"Вступні випробування: конкурс сертифікатів ЗНО (або іспитів для осіб, які за умовами мають на це право) 
Термін навчання: бакалавр – 4 роки (спільні програми з Європейськими ЗВО– 3 роки), магістр – 1,5 року.
Навчання платне.
Вартість навчання за рік:
ДФН – 26500-28500 грн;
ЗФН – 18500-22500 грн.
Професорсько-викладацький склад університету заслуговує на особливу шану: вони є зразком свободи наукового мислення, педагогічного такту, толерантності, людяності та відкритості. Саме вони співпрацюватимуть з вами впродовж Ваших студентських років, задля досягнення Вашої освітньої мети.
Матеріально-технічна база: обладнані аудиторії, добре укомплектована бібліотека (постійно поповнюється та налічує 270 тисяч примірників наукової та методичної літератури); комп’ютерні класи з сучасними комп’ютерами та виходом до Інтернету, сучасне повноцифрове освітнє середовище. Ефективні методики та комунікаційні технології об’єднані навколо платформи дистанційного навчання, забезпечують студентам високий рівень професійної підготовки. Практики закордоном, участь в міжнародних освітніх програмах, грандах та проектах – робить наших студентів повноправними членами європейського освітнього простору.","(036) 223 01 86, 269 02 30",mail@megu.edu.ua,Приватна,www.megu.edu.ua,
"Приватний вищий навчальний заклад ""Тернопільський інститут соціальних та інформаційних технологій""",Тернопіль,Тернопільська,"Приватний вищий навчальний заклад «Кропивницький інститут державного та муніципального управління» заснований 15 жовтня 2013 р. з метою організації освітньої діяльності, зокрема навчальної, виховної, наукової, організаційної, культурної та методичної роботи.
Пріоритетним завданням інституту є підготовка кваліфікованих фахівців для підприємств, установ та
організацій усіх форм власності, зокрема органів державної влади, органів місцевого самоврядування,
судів, адвокатури, прокуратури, юстиції, органів внутрішніх справ, консульських установ, податкової
інспекції, митної служби, а також навчальних закладів та науково-дослідних установ.
Організація освітнього процеcу в інcтитуті відпoвідає вимoгам чинногo законодавcтва, стандаpтам вищої
оcвіти за спеціальностями, принципам акадeмічної мобільноcті студeнтів, акадeмічної свобoди тa
автонoмії вищої освіти.","(0352) 52 83 10, 52 54 74",info@tisit.edu.ua,Приватна,tisit.edu.ua,
